brand,model,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_year_only
7,617,1,2017,3,1197.0,68304.0,1,486000,9498.0,0.0,0,2018.0
12,482,1,2022,3,1199.0,20770.0,1,778000,15210.0,0.0,0,2022.0
12,637,1,2020,3,1199.0,17280.0,1,678000,13259.0,0.0,1,2020.0
7,71,1,2017,3,1197.0,47472.0,1,520000,10169.0,0.0,1,2017.0
14,699,0,2019,3,1197.0,30946.0,1,1056000,20100.0,0.0,0,2019.0
6,776,0,2019,1,2179.0,36879.0,2,1026000,22302.0,0.0,0,2019.0
2,140,0,2016,3,1497.0,68957.0,1,671000,13118.0,0.0,0,2016.0
2,140,0,2014,3,1497.0,69403.0,1,553000,12308.0,0.0,0,2014.0
2,132,1,2011,3,1497.0,88490.0,1,262000,12333.0,0.0,0,2011.0
3,274,1,2022,3,1197.0,17035.0,1,628000,12278.0,0.0,1,2022.0
3,163,1,2016,3,1591.0,77095.0,1,700000,13685.0,0.0,0,2016.0
7,612,1,2016,3,1197.0,40875.0,1,474000,9270.0,0.0,0,2016.0
7,71,1,2021,3,1197.0,28415.0,1,638000,12473.0,0.0,1,2021.0
12,431,1,2021,3,1199.0,46101.0,1,769000,15034.0,0.0,1,2021.0
3,298,0,2014,3,1197.0,36652.0,1,393000,8742.0,0.0,0,2014.0
7,108,1,2019,3,1462.0,41735.0,1,719000,14057.0,0.0,1,2019.0
7,74,0,2019,3,1197.0,22779.0,2,643000,12566.0,0.0,0,2019.0
6,777,1,2019,1,2179.0,46648.0,1,1099000,23895.0,0.0,0,2019.0
7,738,1,2011,3,998.0,93282.0,1,163000,7664.0,0.0,1,2012.0
12,669,1,2020,3,1199.0,67014.0,1,489000,9556.0,0.0,0,2020.0
7,533,1,2020,0,998.0,64311.0,1,412000,8055.0,0.0,0,2021.0
3,306,1,2017,0,1197.0,99180.0,1,406000,7937.0,0.0,0,2017.0
6,763,1,2021,1,1497.0,18252.0,2,961000,18292.0,0.0,0,2021.0
2,139,1,2016,3,1497.0,56424.0,2,609000,11906.0,0.0,1,2016.0
3,158,1,2018,3,1591.0,103772.0,2,723000,16083.0,0.0,0,2019.0
7,71,1,2021,3,1197.0,29923.0,1,606000,11844.0,0.0,0,2022.0
7,71,1,2021,3,1197.0,41436.0,1,591000,11554.0,0.0,0,2021.0
10,643,1,2022,3,999.0,7021.0,1,629000,12297.0,0.0,0,2022.0
3,158,1,2018,3,1197.0,60193.0,1,803000,15284.0,0.0,0,2018.0
12,629,1,2021,3,1199.0,29667.0,2,508000,9932.0,0.0,0,2021.0
3,422,1,2019,3,1086.0,62309.0,1,407000,7958.0,0.0,0,2019.0
14,700,0,2019,3,1197.0,58082.0,1,910000,17321.0,0.0,1,2019.0
3,301,1,2015,3,1197.0,29116.0,1,363000,7106.0,0.0,1,2015.0
7,527,1,2020,3,998.0,30782.0,1,369000,7214.0,0.0,1,2020.0
2,343,0,2017,3,1199.0,95825.0,2,471000,9208.0,0.0,0,2017.0
2,339,1,2017,3,1199.0,59577.0,1,416000,8133.0,0.0,0,2017.0
10,646,0,2023,3,999.0,21044.0,1,741000,14487.0,0.0,0,2023.0
10,367,1,2020,3,999.0,11812.0,1,407000,7952.0,0.0,0,2020.0
1,212,1,2019,1,1498.0,78701.0,1,705000,15692.0,0.0,1,2019.0
3,417,1,2021,3,1086.0,13421.0,1,472000,9228.0,0.0,0,2021.0
3,793,1,2014,3,1197.0,57224.0,1,332000,7385.0,0.0,0,2014.0
10,645,1,2023,3,999.0,14050.0,1,683000,13347.0,0.0,1,2023.0
6,773,1,2019,1,2179.0,55608.0,2,860000,18695.0,0.0,1,2019.0
7,112,1,2018,3,1462.0,51690.0,1,665000,13001.0,0.0,0,2019.0
7,72,1,2021,3,1197.0,20654.0,1,603000,11796.0,0.0,0,2021.0
3,174,0,2019,3,1591.0,47323.0,1,1096000,20861.0,0.0,0,2019.0
7,71,1,2018,3,1197.0,35462.0,1,535000,10459.0,0.0,0,2018.0
3,13,1,2021,3,1197.0,30058.0,1,610000,11926.0,0.0,0,2021.0
10,640,1,2021,3,999.0,28929.0,1,525000,10259.0,0.0,0,2021.0
6,764,0,2020,1,1497.0,64038.0,1,862000,16407.0,0.0,1,2020.0
7,71,1,2021,3,1197.0,25705.0,1,669000,13079.0,0.0,0,2021.0
7,102,0,2018,3,998.0,35251.0,1,448000,8753.0,0.0,0,2018.0
6,757,1,2019,1,1497.0,21843.0,2,692000,15396.0,0.0,0,2019.0
5,576,1,2022,3,998.0,15612.0,1,954000,18167.0,0.0,0,2023.0
3,816,1,2014,3,1197.0,33251.0,1,389000,8664.0,0.0,0,2014.0
3,748,1,2021,0,1197.0,30541.0,1,631000,12336.0,0.0,0,2021.0
7,68,1,2019,3,1197.0,48969.0,1,629000,12297.0,0.0,1,2019.0
7,107,1,2017,3,1373.0,43537.0,1,647000,12647.0,0.0,0,2017.0
3,180,0,2017,3,1591.0,76048.0,2,828000,15760.0,0.0,0,2017.0
7,330,1,2018,3,1197.0,31802.0,1,555000,10848.0,0.0,1,2019.0
7,476,1,2022,3,1197.0,13103.0,1,568000,11105.0,0.0,1,2022.0
7,475,1,2022,0,998.0,38261.0,1,616000,12040.0,0.0,1,2022.0
7,92,1,2019,3,998.0,63194.0,1,394000,7703.0,0.0,0,2019.0
5,545,0,2021,1,1493.0,66666.0,1,1492000,28399.0,0.0,1,2022.0
7,739,1,2014,3,998.0,32631.0,1,288000,6403.0,0.0,0,2014.0
3,274,1,2022,3,1197.0,33898.0,1,651000,12731.0,0.0,0,2022.0
7,740,1,2018,0,998.0,80107.0,3,394000,7703.0,0.0,0,2018.0
10,380,1,2022,3,999.0,15362.0,1,408000,7969.0,0.0,0,2022.0
7,739,1,2014,3,998.0,64539.0,2,236000,5250.0,0.0,0,2014.0
12,425,0,2020,2,1197.0,46001.0,1,1100000,20937.0,0.0,1,2020.0
3,306,1,2015,3,1197.0,99453.0,1,339000,6628.0,0.0,0,2015.0
2,134,0,2014,3,1497.0,47445.0,2,472000,10510.0,0.0,1,2014.0
7,76,1,2019,3,1197.0,30890.0,2,582000,11373.0,0.0,1,2019.0
2,140,0,2019,3,1497.0,68275.0,1,892000,16978.0,0.0,1,2019.0
1,213,1,2019,3,1497.0,98296.0,2,616000,12043.0,0.0,0,2019.0
3,816,1,2011,3,1197.0,89562.0,2,230000,10827.0,0.0,0,2011.0
10,381,1,2022,3,999.0,7168.0,1,421000,8222.0,0.0,0,2022.0
10,381,1,2019,3,999.0,34562.0,1,364000,7112.0,0.0,0,2019.0
2,132,1,2011,3,1497.0,61297.0,1,234000,11015.0,0.0,0,2011.0
12,445,1,2020,3,1199.0,62836.0,1,763000,14921.0,0.0,0,2020.0
12,666,1,2021,3,1199.0,47603.0,1,530000,10357.0,0.0,1,2021.0
7,120,1,2015,3,1373.0,119079.0,1,427000,9498.0,0.0,0,2015.0
7,472,0,2020,3,998.0,41307.0,2,477000,9318.0,0.0,1,2020.0
9,394,1,2022,3,999.0,26583.0,1,874000,16639.0,0.0,0,2022.0
12,669,1,2021,3,1199.0,19878.0,1,574000,11231.0,0.0,1,2021.0
7,119,1,2015,3,1373.0,56050.0,1,512000,10017.0,0.0,1,2015.0
7,476,1,2019,3,1197.0,34898.0,1,474000,9267.0,0.0,1,2019.0
3,711,1,2012,3,1591.0,38005.0,1,356000,11826.0,0.0,1,2012.0
10,642,1,2022,3,999.0,21089.0,1,613000,11981.0,0.0,0,2022.0
3,164,0,2020,3,1353.0,57541.0,1,1438000,27371.0,0.0,1,2020.0
10,383,0,2020,3,999.0,12381.0,1,399000,7810.0,0.0,0,2020.0
7,71,1,2020,3,1197.0,38482.0,1,602000,11766.0,0.0,0,2020.0
7,536,1,2020,3,998.0,30057.0,1,403000,7878.0,0.0,1,2020.0
2,137,1,2015,3,1497.0,89726.0,1,523000,10225.0,0.0,1,2015.0
7,71,1,2021,3,1197.0,20120.0,1,644000,12582.0,0.0,1,2021.0
2,83,1,2015,3,1198.0,96395.0,1,327000,6392.0,0.0,0,2015.0
3,814,1,2011,3,1197.0,97272.0,1,189000,8897.0,0.0,0,2011.0
7,76,1,2016,3,1197.0,58639.0,2,459000,8976.0,0.0,0,2016.0
7,71,1,2020,3,1197.0,31279.0,1,602000,11767.0,0.0,0,2020.0
3,301,1,2015,3,1197.0,99108.0,1,322000,6295.0,0.0,1,2016.0
3,792,1,2018,0,1197.0,90833.0,1,462000,9032.0,0.0,1,2019.0
3,813,1,2011,3,1197.0,43796.0,1,214000,10071.0,0.0,0,2011.0
12,440,1,2022,3,1199.0,26202.0,1,1038000,19750.0,0.0,0,2022.0
7,747,1,2015,3,998.0,66325.0,1,312000,6092.0,0.0,0,2015.0
6,777,1,2019,1,2179.0,42625.0,2,1055000,22938.0,0.0,0,2020.0
3,691,0,2019,3,998.0,72340.0,1,877000,16695.0,0.0,0,2019.0
7,71,1,2020,3,1197.0,60937.0,1,589000,11511.0,0.0,1,2020.0
7,76,1,2020,3,1197.0,35495.0,1,659000,12884.0,0.0,1,2020.0
3,301,1,2016,3,1197.0,22581.0,1,391000,7642.0,0.0,1,2017.0
2,140,0,2016,3,1497.0,30591.0,1,729000,14252.0,0.0,0,2016.0
3,232,1,2017,3,1197.0,47327.0,2,502000,9823.0,0.0,0,2017.0
7,521,1,2011,3,1197.0,43560.0,1,185000,8709.0,0.0,0,2011.0
7,536,1,2020,3,998.0,18518.0,1,408000,7985.0,0.0,0,2020.0
7,467,1,2020,3,998.0,54209.0,1,451000,8826.0,0.0,0,2020.0
6,761,1,2023,3,1197.0,12061.0,1,1128000,21467.0,0.0,0,2023.0
3,180,0,2017,3,1591.0,41908.0,1,849000,16160.0,0.0,1,2017.0
3,688,1,2020,3,998.0,49650.0,1,860000,16369.0,0.0,0,2020.0
10,646,0,2020,3,999.0,13341.0,1,664000,12991.0,0.0,0,2020.0
10,367,1,2022,3,999.0,15517.0,1,432000,8446.0,0.0,1,2022.0
7,611,1,2011,3,1197.0,48906.0,1,222000,10450.0,0.0,0,2011.0
7,536,1,2022,3,998.0,21688.0,2,405000,7910.0,0.0,0,2022.0
3,297,1,2016,3,1197.0,97502.0,1,396000,7739.0,0.0,0,2016.0
12,461,0,2021,3,1199.0,36520.0,1,888000,16898.0,0.0,0,2021.0
3,158,1,2017,3,1591.0,83038.0,1,715000,13980.0,0.0,0,2017.0
5,569,1,2022,3,998.0,22732.0,1,1084000,20633.0,0.0,0,2022.0
7,741,1,2017,3,998.0,43683.0,2,337000,6586.0,0.0,0,2017.0
5,555,0,2020,1,1493.0,82433.0,1,1036000,19719.0,0.0,0,2020.0
7,71,1,2017,3,1197.0,84098.0,1,444000,8680.0,0.0,0,2017.0
1,212,1,2019,1,1498.0,71456.0,1,695000,15467.0,0.0,0,2019.0
12,667,1,2022,0,1199.0,22213.0,1,675000,13196.0,0.0,1,2022.0
3,790,1,2017,3,1197.0,50492.0,2,400000,7820.0,0.0,0,2017.0
3,180,0,2017,3,1591.0,74436.0,1,817000,15551.0,0.0,1,2017.0
3,306,1,2013,3,1197.0,71347.0,2,281000,7396.0,0.0,0,2013.0
10,643,1,2020,3,999.0,29244.0,1,543000,10621.0,0.0,0,2020.0
2,137,1,2015,3,1497.0,48941.0,1,573000,11209.0,0.0,0,2016.0
1,212,1,2019,1,1498.0,68051.0,1,703000,15638.0,0.0,0,2019.0
2,40,0,2014,3,1198.0,75833.0,1,369000,8208.0,0.0,0,2015.0
7,754,0,2021,3,1462.0,27739.0,1,1037000,19735.0,0.0,0,2022.0
7,101,0,2016,3,998.0,84574.0,1,374000,7322.0,0.0,1,2016.0
3,419,1,2019,0,1086.0,75012.0,1,437000,8537.0,0.0,0,2019.0
2,139,1,2016,3,1497.0,91272.0,2,606000,11849.0,0.0,1,2016.0
7,102,0,2017,3,998.0,43600.0,1,473000,9241.0,0.0,0,2017.0
7,611,1,2011,3,1197.0,28823.0,1,223000,10513.0,0.0,0,2011.0
2,83,1,2013,3,1198.0,78963.0,2,252000,6648.0,0.0,1,2013.0
7,121,0,2017,3,1373.0,91712.0,1,596000,11643.0,0.0,0,2017.0
7,472,0,2022,3,998.0,22666.0,1,574000,11222.0,0.0,0,2022.0
1,214,0,2017,3,1499.0,48832.0,1,605000,11832.0,0.0,1,2018.0
7,71,1,2017,3,1197.0,31714.0,1,485000,9482.0,0.0,0,2017.0
7,101,0,2016,3,998.0,65734.0,1,386000,7537.0,0.0,0,2016.0
7,121,0,2017,3,1373.0,93032.0,2,527000,10296.0,0.0,0,2017.0
7,76,1,2017,3,1197.0,29508.0,2,511000,9999.0,0.0,1,2017.0
7,611,1,2011,3,1197.0,28799.0,1,222000,10456.0,0.0,0,2011.0
12,663,1,2022,0,1199.0,19968.0,1,626000,12238.0,0.0,0,2022.0
7,202,0,2019,3,1197.0,80225.0,1,628000,12278.0,0.0,0,2019.0
7,94,0,2017,3,1197.0,29841.0,1,432000,8450.0,0.0,0,2017.0
10,383,0,2020,3,999.0,52957.0,1,397000,7761.0,0.0,0,2021.0
12,663,1,2022,0,1199.0,12693.0,1,624000,12199.0,0.0,1,2022.0
7,527,1,2020,3,998.0,39602.0,1,344000,6731.0,0.0,0,2020.0
7,602,1,2012,3,1197.0,54388.0,1,280000,9291.0,0.0,0,2012.0
7,108,1,2018,3,1462.0,76461.0,2,687000,13434.0,0.0,0,2018.0
6,762,0,2022,3,1197.0,13045.0,1,1127000,21451.0,0.0,1,2022.0
7,74,0,2018,3,1197.0,54458.0,2,522000,10211.0,0.0,0,2018.0
7,113,0,2019,3,1462.0,31561.0,1,761000,14880.0,0.0,0,2019.0
7,71,1,2021,3,1197.0,33986.0,1,644000,12582.0,0.0,1,2021.0
7,754,0,2019,3,1462.0,54342.0,1,921000,17530.0,0.0,0,2020.0
12,634,1,2022,0,1199.0,39086.0,1,747000,14607.0,0.0,1,2022.0
8,315,1,2021,1,1956.0,64687.0,1,1548000,29465.0,0.0,0,2021.0
7,76,1,2020,3,1197.0,51871.0,2,610000,11933.0,0.0,0,2020.0
7,69,0,2018,3,1197.0,70318.0,1,509000,9954.0,0.0,0,2018.0
3,273,1,2020,3,1197.0,20631.0,2,531000,10381.0,0.0,1,2020.0
7,739,1,2012,3,998.0,32697.0,1,216000,7184.0,0.0,0,2012.0
7,71,1,2015,3,1197.0,69308.0,1,416000,8135.0,0.0,1,2015.0
7,94,0,2015,3,998.0,64427.0,2,324000,6326.0,0.0,1,2015.0
7,741,1,2014,3,998.0,65948.0,2,268000,5972.0,0.0,1,2014.0
2,137,1,2014,3,1497.0,50829.0,1,497000,11045.0,0.0,0,2014.0
3,814,1,2011,3,1197.0,34169.0,1,215000,10121.0,0.0,0,2011.0
13,261,1,2011,3,1496.0,83914.0,1,212000,9980.0,0.0,1,2011.0
7,120,1,2015,3,1373.0,109884.0,1,424000,9432.0,0.0,0,2015.0
10,367,1,2020,3,999.0,35932.0,1,408000,7970.0,0.0,0,2021.0
7,102,0,2017,3,998.0,41900.0,1,396000,7736.0,0.0,0,2017.0
10,370,0,2020,3,999.0,21527.0,2,418000,8177.0,0.0,0,2020.0
3,298,0,2014,3,1197.0,80495.0,2,360000,8014.0,0.0,1,2014.0
7,611,1,2013,3,1197.0,82502.0,1,281000,7406.0,0.0,0,2013.0
3,816,1,2011,3,1197.0,82650.0,1,209000,9856.0,0.0,1,2011.0
7,535,0,2021,3,998.0,27180.0,1,466000,9104.0,0.0,0,2021.0
2,737,1,2020,1,1498.0,45972.0,1,692000,13525.0,0.0,0,2020.0
13,259,1,2013,3,1197.0,103571.0,2,257000,6768.0,0.0,0,2013.0
12,440,1,2022,3,1199.0,14842.0,1,1002000,19080.0,0.0,0,2022.0
7,74,0,2017,3,1197.0,40326.0,2,522000,10202.0,0.0,1,2017.0
3,816,1,2011,3,1197.0,71630.0,1,209000,9838.0,0.0,1,2011.0
2,39,1,2015,3,1198.0,95876.0,1,328000,6412.0,0.0,0,2015.0
7,74,0,2018,3,1197.0,37067.0,1,608000,11879.0,0.0,1,2018.0
3,689,1,2021,3,998.0,50568.0,1,881000,16769.0,0.0,0,2021.0
7,519,1,2011,3,1197.0,41391.0,1,181000,8520.0,0.0,0,2011.0
6,761,1,2020,3,1197.0,31607.0,1,859000,16350.0,0.0,0,2020.0
3,160,1,2019,3,1591.0,19577.0,1,926000,17626.0,0.0,0,2019.0
12,448,1,2022,3,1199.0,42490.0,1,975000,18558.0,0.0,1,2022.0
6,766,0,2020,1,1497.0,64788.0,1,883000,16803.0,0.0,0,2021.0
1,213,1,2016,3,1499.0,92575.0,1,517000,10113.0,0.0,1,2017.0
7,756,1,2022,3,1462.0,16405.0,1,1060000,20176.0,0.0,0,2022.0
7,468,1,2020,0,998.0,67693.0,1,504000,9853.0,0.0,0,2020.0
7,467,1,2022,3,998.0,24887.0,1,520000,10157.0,0.0,0,2022.0
7,121,0,2018,3,1373.0,119997.0,1,643000,14313.0,0.0,1,2018.0
7,71,1,2015,3,1197.0,75397.0,1,406000,7933.0,0.0,0,2015.0
3,302,0,2016,3,1197.0,25133.0,2,424000,8296.0,0.0,0,2016.0
7,97,0,2018,3,998.0,54534.0,2,412000,8050.0,0.0,0,2018.0
6,762,0,2021,3,1197.0,16848.0,1,1108000,21084.0,0.0,0,2021.0
10,370,0,2020,3,999.0,24963.0,1,442000,8637.0,0.0,0,2020.0
3,298,0,2015,3,1197.0,80208.0,2,434000,8480.0,0.0,1,2015.0
7,607,1,2017,3,1197.0,58539.0,1,420000,8205.0,0.0,0,2017.0
7,107,1,2017,3,1373.0,60227.0,1,619000,12104.0,0.0,0,2017.0
9,385,1,2022,3,999.0,15128.0,1,616000,12051.0,0.0,0,2022.0
3,301,1,2017,3,1197.0,45515.0,2,417000,8148.0,0.0,1,2017.0
13,258,1,2015,3,1496.0,94749.0,1,325000,6344.0,0.0,1,2015.0
7,102,0,2016,3,998.0,47575.0,1,429000,8387.0,0.0,1,2016.0
3,297,1,2016,3,1197.0,72615.0,1,412000,8061.0,0.0,0,2016.0
3,301,1,2017,3,1197.0,60546.0,1,386000,7546.0,0.0,0,2017.0
7,536,1,2020,3,998.0,43141.0,2,386000,7550.0,0.0,0,2020.0
7,69,0,2018,3,1197.0,94466.0,1,475000,9281.0,0.0,0,2018.0
7,611,1,2011,3,1197.0,47760.0,1,223000,10497.0,0.0,0,2011.0
7,112,1,2019,3,1462.0,46705.0,1,714000,13959.0,0.0,0,2019.0
2,137,1,2015,3,1497.0,60965.0,1,551000,10770.0,0.0,0,2016.0
6,761,1,2019,3,1197.0,48044.0,1,836000,15912.0,0.0,0,2019.0
12,448,1,2021,3,1199.0,29284.0,1,939000,17878.0,0.0,1,2021.0
3,804,1,2011,3,1197.0,65182.0,2,194000,9132.0,0.0,0,2011.0
6,772,0,2019,1,2179.0,53206.0,2,1202000,26145.0,0.0,1,2019.0
6,767,1,2021,3,1197.0,12532.0,1,1011000,19250.0,0.0,1,2021.0
7,68,1,2017,3,1197.0,78186.0,1,538000,10518.0,0.0,0,2017.0
7,74,0,2017,3,1197.0,36618.0,1,542000,10596.0,0.0,1,2017.0
12,634,1,2022,0,1199.0,37621.0,1,723000,14141.0,0.0,0,2022.0
7,120,1,2015,3,1373.0,94942.0,1,470000,9189.0,0.0,0,2015.0
7,109,1,2019,1,1498.0,92478.0,3,702000,15609.0,0.0,0,2019.0
3,804,1,2011,3,1197.0,75338.0,2,164000,7740.0,0.0,0,2011.0
7,68,1,2019,3,1197.0,41726.0,1,649000,12684.0,0.0,0,2019.0
3,806,1,2011,3,1197.0,55760.0,2,178000,8396.0,0.0,0,2011.0
2,39,1,2019,0,1199.0,70849.0,2,514000,10051.0,0.0,0,2019.0
7,606,1,2019,3,1197.0,57073.0,1,447000,8739.0,0.0,0,2019.0
7,617,1,2019,3,1197.0,43834.0,1,577000,11275.0,0.0,0,2019.0
12,3,1,2021,3,1199.0,10551.0,2,522000,10199.0,0.0,0,2021.0
7,64,1,2023,3,1462.0,8502.0,2,994000,18920.0,0.0,0,2023.0
6,658,0,2021,3,1997.0,38659.0,2,1231000,23431.0,0.0,0,2021.0
13,675,1,2022,3,1462.0,28970.0,1,825000,15703.0,0.0,1,2022.0
7,64,1,2023,3,1462.0,7048.0,1,1176000,22388.0,0.0,0,2024.0
7,199,1,2020,3,1197.0,44365.0,1,583000,11396.0,0.0,0,2020.0
3,232,1,2015,3,1197.0,76596.0,2,397000,7761.0,0.0,1,2015.0
5,547,1,2022,1,1493.0,36166.0,1,1034000,19681.0,0.0,1,2022.0
8,322,1,2020,3,1451.0,67143.0,1,994000,18920.0,0.0,1,2020.0
3,596,1,2013,3,1086.0,59572.0,1,197000,5182.0,0.0,0,2013.0
12,626,0,2023,2,1197.0,10423.0,1,875000,16655.0,0.0,0,2023.0
7,613,0,2021,3,1197.0,11486.0,1,616000,12043.0,0.0,0,2021.0
7,120,1,2015,3,1373.0,45419.0,1,459000,8974.0,0.0,1,2015.0
3,408,1,2022,3,998.0,10797.0,1,919000,17489.0,0.0,0,2022.0
2,39,1,2022,3,1199.0,10819.0,1,708000,13842.0,0.0,0,2022.0
4,146,1,2019,1,1956.0,36398.0,1,1357000,29511.0,0.0,0,2019.0
3,230,1,2015,3,1197.0,66783.0,1,428000,8363.0,0.0,0,2015.0
4,154,1,2019,1,1956.0,45323.0,1,994000,21612.0,0.0,0,2019.0
6,658,0,2021,3,1997.0,19467.0,1,1334000,25391.0,0.0,1,2021.0
2,38,1,2013,3,1198.0,107855.0,2,249000,6551.0,0.0,0,2013.0
12,586,0,2022,1,1956.0,20858.0,1,1715000,32649.0,0.0,0,2022.0
2,39,1,2019,3,1199.0,56996.0,1,581000,11353.0,0.0,1,2019.0
2,82,0,2015,3,1198.0,44303.0,1,380000,7429.0,0.0,0,2015.0
3,301,1,2018,3,1197.0,41163.0,3,382000,7468.0,0.0,1,2018.0
2,41,0,2018,3,1199.0,49616.0,2,553000,10811.0,0.0,0,2018.0
7,66,0,2020,3,1197.0,27579.0,2,670000,13092.0,0.0,0,2020.0
7,35,1,2022,3,796.0,2116.0,1,406000,7929.0,0.0,0,2022.0
2,39,1,2019,3,1199.0,54392.0,1,562000,10983.0,0.0,0,2019.0
3,811,1,2015,3,1197.0,51152.0,1,477000,9325.0,0.0,0,2015.0
7,199,1,2020,3,1197.0,30892.0,1,608000,11886.0,0.0,1,2020.0
7,741,1,2017,3,998.0,43944.0,1,335000,6549.0,0.0,0,2018.0
10,642,1,2022,3,999.0,36809.0,2,652000,12741.0,0.0,0,2022.0
12,455,0,2022,1,1497.0,34248.0,1,1089000,20733.0,0.0,0,2022.0
3,791,1,2014,3,1197.0,88848.0,2,269000,5984.0,0.0,0,2014.0
3,816,1,2014,3,1197.0,54137.0,1,362000,8058.0,0.0,1,2014.0
12,444,1,2020,1,1497.0,25672.0,1,938000,17854.0,0.0,0,2020.0
7,20,1,2016,3,796.0,49442.0,1,234000,4575.0,0.0,0,2016.0
12,445,1,2022,3,1199.0,30719.0,1,831000,15819.0,0.0,0,2022.0
7,607,1,2017,0,1197.0,88225.0,1,407000,7957.0,0.0,0,2017.0
6,778,0,2019,1,2179.0,47525.0,2,1119000,24330.0,0.0,1,2019.0
7,739,1,2014,3,998.0,57918.0,2,251000,5583.0,0.0,0,2014.0
7,66,0,2019,3,1197.0,47915.0,2,627000,12258.0,0.0,0,2019.0
7,28,0,2017,3,998.0,49080.0,1,322000,6295.0,0.0,1,2017.0
7,74,0,2021,3,1197.0,39272.0,2,710000,13877.0,0.0,0,2021.0
3,304,0,2017,3,1197.0,52658.0,1,477000,9318.0,0.0,0,2017.0
7,94,0,2016,3,998.0,68891.0,1,360000,7044.0,0.0,1,2016.0
2,342,1,2018,3,1199.0,44929.0,1,513000,10024.0,0.0,1,2018.0
7,468,1,2020,0,998.0,65103.0,1,494000,9658.0,0.0,0,2020.0
3,791,1,2014,3,1197.0,89712.0,2,297000,6607.0,0.0,1,2014.0
12,464,0,2021,3,1199.0,43545.0,1,912000,17359.0,0.0,1,2021.0
13,262,1,2011,3,1496.0,71433.0,1,232000,10921.0,0.0,0,2011.0
7,76,1,2020,3,1197.0,58514.0,1,626000,12230.0,0.0,1,2020.0
2,45,1,2015,3,1198.0,115667.0,1,368000,8185.0,0.0,0,2015.0
7,197,1,2019,3,1197.0,29453.0,1,519000,10146.0,0.0,0,2019.0
0,517,1,2020,3,999.0,39841.0,1,342000,6695.0,0.0,0,2022.0
10,646,0,2021,3,999.0,24365.0,1,679000,13265.0,0.0,0,2022.0
3,802,1,2013,3,1197.0,44757.0,2,209000,5496.0,0.0,0,2014.0
2,137,1,2015,0,1497.0,77885.0,1,565000,14873.0,0.0,1,2015.0
7,333,0,2018,3,1197.0,42726.0,2,435000,8497.0,0.0,0,2019.0
2,43,1,2019,3,1199.0,37520.0,1,630000,12314.0,0.0,1,2019.0
12,425,0,2022,2,1197.0,56728.0,1,1350000,25696.0,0.0,1,2022.0
7,94,0,2014,3,998.0,102506.0,1,291000,6478.0,0.0,1,2014.0
5,85,1,2022,3,1353.0,17046.0,2,1441000,27428.0,0.0,1,2022.0
3,230,1,2016,3,1197.0,84053.0,1,434000,8493.0,0.0,1,2016.0
3,163,1,2016,3,1591.0,69725.0,1,684000,13366.0,0.0,0,2016.0
3,14,1,2022,0,1197.0,17709.0,1,750000,14663.0,0.0,1,2022.0
5,545,0,2019,1,1493.0,29529.0,1,1249000,27156.0,0.0,0,2020.0
0,510,1,2018,3,799.0,45255.0,1,225000,4404.0,0.0,0,2019.0
3,236,1,2019,3,1197.0,32118.0,1,662000,12945.0,0.0,0,2019.0
7,741,1,2016,3,998.0,79338.0,1,325000,6348.0,0.0,0,2016.0
2,79,1,2014,3,1198.0,58114.0,1,290000,6458.0,0.0,1,2014.0
7,606,1,2020,3,1197.0,39683.0,1,485000,9478.0,0.0,1,2020.0
6,760,1,2020,1,1197.0,79567.0,1,820000,15615.0,0.0,1,2020.0
3,790,1,2018,0,1197.0,103921.0,1,438000,9735.0,0.0,0,2018.0
5,545,0,2022,1,1197.0,39906.0,1,1608000,30607.0,0.0,0,2022.0
3,271,1,2021,3,1197.0,14126.0,1,553000,10813.0,0.0,1,2022.0
7,739,1,2014,3,998.0,53493.0,1,262000,5824.0,0.0,0,2014.0
8,316,1,2021,3,1451.0,38816.0,1,1503000,28615.0,0.0,0,2021.0
3,13,1,2022,3,1197.0,25009.0,1,657000,12849.0,0.0,1,2022.0
3,164,0,2020,3,1353.0,48230.0,2,1414000,26907.0,0.0,1,2020.0
6,77,1,2021,1,1493.0,35315.0,1,860000,16369.0,0.0,1,2021.0
6,597,1,2021,1,2179.0,68721.0,1,1480000,28170.0,0.0,0,2021.0
2,37,1,2018,0,1197.0,73050.0,1,492000,9619.0,0.0,0,2018.0
7,607,1,2016,3,1197.0,50176.0,1,390000,7622.0,0.0,0,2016.0
7,740,1,2018,0,998.0,65780.0,2,351000,6869.0,0.0,0,2018.0
3,705,1,2017,3,1591.0,87228.0,1,739000,14440.0,0.0,1,2017.0
7,611,1,2015,3,1197.0,43805.0,1,372000,7266.0,0.0,0,2015.0
7,613,0,2021,3,1197.0,29279.0,1,647000,12652.0,0.0,0,2021.0
2,344,0,2018,3,1197.0,55884.0,1,616000,12043.0,0.0,1,2018.0
3,231,1,2019,3,1197.0,69807.0,3,447000,8735.0,0.0,0,2019.0
5,553,1,2022,1,1493.0,44548.0,1,1340000,25506.0,0.0,0,2022.0
7,741,1,2014,0,998.0,81616.0,2,280000,9312.0,0.0,0,2014.0
7,20,1,2018,3,796.0,68182.0,2,272000,5319.0,0.0,0,2018.0
7,106,0,2022,3,1462.0,29231.0,1,1055000,20081.0,0.0,0,2022.0
